S.No.,Year,Season,Treatment,Design,Study_Name,Plot_No,Rep,Entry_No,Block,Derivative_Designation,Entry-Check,YKGH,Row,Col,ProductID
7860,2009,WS,Non-Stress,Alpha-Lattice,L09WS-16,14,1,76,2,IR83373-B-B-107-4,Entry,5508.62,,,1193761
7861,2009,WS,Non-Stress,Alpha-Lattice,L09WS-16,186,2,76,7,IR83373-B-B-107-4,Entry,4436.61,,,1193761
7862,2009,WS,Non-Stress,Alpha-Lattice,L09WS-16,282,3,76,5,IR83373-B-B-107-4,Entry,4721.28,,,1193761
8220,2009,WS,Stress,Alpha-Lattice,L09WS-17,7,1,76,1,IR83373-B-B-107-4,Entry,4155,,,1193761
8221,2009,WS,Stress,Alpha-Lattice,L09WS-17,195,2,76,8,IR83373-B-B-107-4,Entry,3812,,,1193761
8222,2009,WS,Stress,Alpha-Lattice,L09WS-17,280,3,76,4,IR83373-B-B-107-4,Entry,4446,,,1193761
8814,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,34,1,54,7,IR83373-B-B-107-4,Entry,5895.7,,,1193761
8815,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,109,2,54,5,IR83373-B-B-107-4,Entry,4862.9,,,1193761
8816,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,193,3,54,5,IR83373-B-B-107-4,Entry,5337.8,,,1193761
9069,2010,DS,Stress,Alpha-Lattice,L10DS-17,38,1,54,8,IR83373-B-B-107-4,Entry,1855.7,,,1193761
9070,2010,DS,Stress,Alpha-Lattice,L10DS-17,120,2,54,7,IR83373-B-B-107-4,Entry,1792.5,,,1193761
9071,2010,DS,Stress,Alpha-Lattice,L10DS-17,215,3,54,9,IR83373-B-B-107-4,Entry,2975.2,,,1193761
6768,2009,DS,Non-Stress,Alpha-Lattice,L09DS-11,44,1,56,6,IR83376-B-B-110-3,Entry,6728.2,,,1193757
6769,2009,DS,Non-Stress,Alpha-Lattice,L09DS-11,259,2,56,6,IR83376-B-B-110-3,Entry,5929.7,,,1193757
6770,2009,DS,Non-Stress,Alpha-Lattice,L09DS-11,326,3,56,6,IR83376-B-B-110-3,Entry,5272.6,,,1193757
7248,2009,DS,Stress,Alpha-Lattice,L09DS-12,26,1,56,6,IR83376-B-B-110-3,Entry,41.05,,,1193757
7249,2009,DS,Stress,Alpha-Lattice,L09DS-12,238,2,56,6,IR83376-B-B-110-3,Entry,833.17,,,1193757
7250,2009,DS,Stress,Alpha-Lattice,L09DS-12,347,3,56,6,IR83376-B-B-110-3,Entry,1470.3,,,1193757
7698,2009,WS,Non-Stress,Alpha-Lattice,L09WS-16,40,1,22,4,IR83376-B-B-110-3,Entry,4611.8,,,1193757
7699,2009,WS,Non-Stress,Alpha-Lattice,L09WS-16,126,2,22,1,IR83376-B-B-110-3,Entry,4852.01,,,1193757
7700,2009,WS,Non-Stress,Alpha-Lattice,L09WS-16,291,3,22,6,IR83376-B-B-110-3,Entry,4449.16,,,1193757
8058,2009,WS,Stress,Alpha-Lattice,L09WS-17,115,1,22,12,IR83376-B-B-110-3,Entry,2636,,,1193757
8059,2009,WS,Stress,Alpha-Lattice,L09WS-17,184,2,22,7,IR83376-B-B-110-3,Entry,4558,,,1193757
8060,2009,WS,Stress,Alpha-Lattice,L09WS-17,255,3,22,2,IR83376-B-B-110-3,Entry,2396,,,1193757
8793,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,85,1,47,17,IR09L319,Entry,5590.3,,,1193757
8794,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,141,2,47,12,IR09L319,Entry,7360.2,,,1193757
8795,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,213,3,47,9,IR09L319,Entry,5864.5,,,1193757
9048,2010,DS,Stress,Alpha-Lattice,L10DS-17,50,1,47,10,IR09L319,Entry,1061,,,1193757
9049,2010,DS,Stress,Alpha-Lattice,L10DS-17,87,2,47,1,IR09L319,Entry,2184.8,,,1193757
9050,2010,DS,Stress,Alpha-Lattice,L10DS-17,177,3,47,2,IR09L319,Entry,2309.6,,,1193757
6909,2009,DS,Non-Stress,Alpha-Lattice,L09DS-11,23,1,103,11,IR83377-B-B-105-4,Entry,5945.6,,,1193759
6910,2009,DS,Non-Stress,Alpha-Lattice,L09DS-11,296,2,103,11,IR83377-B-B-105-4,Entry,5142.1,,,1193759
6911,2009,DS,Non-Stress,Alpha-Lattice,L09DS-11,341,3,103,11,IR83377-B-B-105-4,Entry,4573.4,,,1193759
7389,2009,DS,Stress,Alpha-Lattice,L09DS-12,78,1,103,11,IR83377-B-B-105-4,Entry,178.67,,,1193759
7390,2009,DS,Stress,Alpha-Lattice,L09DS-12,307,2,103,11,IR83377-B-B-105-4,Entry,411.9,,,1193759
7391,2009,DS,Stress,Alpha-Lattice,L09DS-12,379,3,103,11,IR83377-B-B-105-4,Entry,247.67,,,1193759
8394,2009,WS,Non-Stress,Alpha-Lattice,L09WS-18,43,1,14,9,IR83377-B-B-105-4,Entry,4036.2,,,1193759
8395,2009,WS,Non-Stress,Alpha-Lattice,L09WS-18,78,2,14,6,IR83377-B-B-105-4,Entry,3558.5,,,1193759
8396,2009,WS,Non-Stress,Alpha-Lattice,L09WS-18,134,3,14,7,IR83377-B-B-105-4,Entry,2837,,,1193759
8544,2009,WS,Stress,Alpha-Lattice,L09WS-19,2,1,14,1,IR83377-B-B-105-4,Entry,4777.3,,,1193759
8545,2009,WS,Stress,Alpha-Lattice,L09WS-19,77,2,14,6,IR83377-B-B-105-4,Entry,3663.3,,,1193759
8546,2009,WS,Stress,Alpha-Lattice,L09WS-19,127,3,14,6,IR83377-B-B-105-4,Entry,3446.5,,,1193759
8829,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,49,1,59,10,IR83377-B-B-105-4,Entry,4595.2,,,1193759
8830,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,95,2,59,2,IR83377-B-B-105-4,Entry,5670.8,,,1193759
8831,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,252,3,59,17,IR83377-B-B-105-4,Entry,6320.7,,,1193759
9084,2010,DS,Stress,Alpha-Lattice,L10DS-17,64,1,59,13,IR83377-B-B-105-4,Entry,1559.8,,,1193759
9085,2010,DS,Stress,Alpha-Lattice,L10DS-17,114,2,59,6,IR83377-B-B-105-4,Entry,2446.6,,,1193759
9086,2010,DS,Stress,Alpha-Lattice,L10DS-17,195,3,59,5,IR83377-B-B-105-4,Entry,2205.4,,,1193759
9174,2010,DS,Non-Stress,Alpha-Lattice,L10DS-18,28,1,4,3,IR84850-B-27-1-2,Entry,5755.5,,,328764
9175,2010,DS,Non-Stress,Alpha-Lattice,L10DS-18,67,2,4,3,IR84850-B-27-1-2,Entry,6083.2,,,328764
9176,2010,DS,Non-Stress,Alpha-Lattice,L10DS-18,86,3,4,1,IR84850-B-27-1-2,Entry,6697.6,,,328764
9294,2010,DS,Stress,Alpha-Lattice,L10DS-19,9,1,4,1,IR84850-B-27-1-2,Entry,1998.3,,,328764
9295,2010,DS,Stress,Alpha-Lattice,L10DS-19,79,2,4,4,IR84850-B-27-1-2,Entry,1691.3,,,328764
9296,2010,DS,Stress,Alpha-Lattice,L10DS-19,89,3,4,1,IR84850-B-27-1-2,Entry,2762.8,,,328764
9711,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,18,1,7,5,IR84850-B-27-1-2,Entry,6206.6,,,328764
9712,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,42,2,7,1,IR84850-B-27-1-2,Entry,5325.7,,,328764
9713,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,108,3,7,7,IR84850-B-27-1-2,Entry,4701.2,,,328764
9831,2010,WS,Stress,Alpha-Lattice,L10WS-14,11,1,7,3,IR84850-B-27-1-2,Entry,3382.4,,,328764
9832,2010,WS,Stress,Alpha-Lattice,L10WS-14,45,2,7,2,IR84850-B-27-1-2,Entry,2794.1,,,328764
9833,2010,WS,Stress,Alpha-Lattice,L10WS-14,96,3,7,4,IR84850-B-27-1-2,Entry,2705.9,,,328764
9951,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,11,1,7,3,IR84850-B-27-1-2,Entry,3382.4,,,328764
9952,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,45,2,7,2,IR84850-B-27-1-2,Entry,2794.1,,,328764
9953,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,96,3,7,4,IR84850-B-27-1-2,Entry,2705.9,,,328764
10209,2011,DS,Non-Stress,Alpha-Lattice,L11DS-16,69,3,3,2,IR84850-B-27-1-2,Entry,7834,,,328764
10210,2011,DS,Non-Stress,Alpha-Lattice,L11DS-16,15,1,3,4,IR84850-B-27-1-2,Entry,6893.2,,,328764
10211,2011,DS,Non-Stress,Alpha-Lattice,L11DS-16,53,2,3,6,IR84850-B-27-1-2,Entry,8886.4,,,328764
10305,2011,DS,Stress,Alpha-Lattice,L11DS-17,5,1,3,2,IR84850-B-27-1-2,Entry,1508.8,,,328764
10306,2011,DS,Stress,Alpha-Lattice,L11DS-17,56,2,3,6,IR84850-B-27-1-2,Entry,1279.7,,,328764
10307,2011,DS,Stress,Alpha-Lattice,L11DS-17,70,3,3,2,IR84850-B-27-1-2,Entry,2086.8,,,328764
10401,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,104,1,3,13,IR84850-B-27-1-2,Entry,3504.9,,,328764
10402,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,194,2,3,7,IR84850-B-27-1-2,Entry,3795.9,,,328764
10403,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,422,3,3,17,IR84850-B-27-1-2,Entry,3538.2,,,328764
17673,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,261,1,207,66,,Entry,3165.8,4,39,187390
17969,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,365,2,207,18,,Entry,4399.6,1,143,187390
19465,2019,WS,Non-Stress,Augmented-RCBD,RF19WS-01,68,1,207,1,,Entry,4650.472741,1,68,187390
19810,2019,WS,Stress,Augmented-RCBD,RF19WS-02B,12,1,158,1,,Entry,448.6013986,1,12,187390
17677,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,101,1,211,26,,Entry,2819.3,2,27,187342
17973,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,317,2,211,6,,Entry,3553.9,1,95,187342
19469,2019,WS,Non-Stress,Augmented-RCBD,RF19WS-01,31,1,211,1,,Entry,3438.978549,1,31,187342
19814,2019,WS,Stress,Augmented-RCBD,RF19WS-02B,89,1,162,2,,Entry,505.5051973,2,1,187342
17713,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,145,1,247,37,,Entry,2315.7,2,71,444764
18009,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,563,2,247,67,,Entry,2854.5,4,119,444764
19505,2019,WS,Non-Stress,Augmented-RCBD,RF19WS-01,167,1,247,3,,Entry,3431.339085,3,5,444764
19848,2019,WS,Stress,Augmented-RCBD,RF19WS-02B,255,1,196,3,,Entry,478.7119857,3,79,444764
17712,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,196,1,246,49,,Entry,1717.4,3,48,444765
18008,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,460,2,246,41,,Entry,2848.1,3,90,444765
19504,2019,WS,Non-Stress,Augmented-RCBD,RF19WS-01,238,1,246,3,,Entry,3536.092228,3,76,444765
19847,2019,WS,Stress,Augmented-RCBD,RF19WS-02B,109,1,195,2,,Entry,574.1424419,2,21,444765
17583,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,8,1,117,2,,Entry,1873,1,8,80365
17879,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,419,2,117,31,,Entry,2479.9,2,123,80365
19375,2019,WS,Non-Stress,Augmented-RCBD,RF19WS-01,19,1,117,1,,Entry,1599.510826,1,19,80365
19734,2019,WS,Stress,Augmented-RCBD,RF19WS-02B,183,1,82,3,,Entry,301.4189299,3,7,80365
17584,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,191,1,118,48,,Entry,336.5,3,43,88849
17880,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,400,2,118,26,,Entry,466.1,2,104,88849
19376,2019,WS,Non-Stress,Augmented-RCBD,RF19WS-01,146,1,118,2,,Entry,2411.700942,2,65,88849
19618,2019,WS,Stress,Augmented-RCBD,RF19WS-02A,9,1,36,1,,Entry,2031.161972,1,5,88849
17679,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,165,1,213,42,,Entry,4315.7,3,17,661948
17975,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,582,2,213,72,,Entry,3287.7,4,138,661948
19471,2019,WS,Non-Stress,Augmented-RCBD,RF19WS-01,269,1,213,4,,Entry,4855.720339,4,26,661948
19816,2019,WS,Stress,Augmented-RCBD,RF19WS-02B,84,1,164,1,,Entry,990.4634551,1,84,661948
17720,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,52,1,254,13,,Entry,3932.6,1,52,994842
18016,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,448,2,254,38,,Entry,4193.5,3,78,994842
19512,2019,WS,Non-Stress,Augmented-RCBD,RF19WS-01,130,1,254,2,,Entry,5233.592158,2,49,994842
19853,2019,WS,Stress,Augmented-RCBD,RF19WS-02B,32,1,201,1,,Entry,767.1245847,1,32,994842
8694,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,58,1,14,12,IR84852-B-44-1-1,Entry,5624,,,1193770
8695,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,88,2,14,1,IR84852-B-44-1-1,Entry,5874.7,,,1193770
8696,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,228,3,14,12,IR84852-B-44-1-1,Entry,5760,,,1193770
8949,2010,DS,Stress,Alpha-Lattice,L10DS-17,18,1,14,4,IR84852-B-44-1-1,Entry,1528.4,,,1193770
8950,2010,DS,Stress,Alpha-Lattice,L10DS-17,101,2,14,4,IR84852-B-44-1-1,Entry,2300.2,,,1193770
8951,2010,DS,Stress,Alpha-Lattice,L10DS-17,214,3,14,9,IR84852-B-44-1-1,Entry,2391.4,,,1193770
8712,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,73,1,20,15,IR84859-B-94-1-3,Entry,5954.2,,,1193766
8713,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,104,2,20,4,IR84859-B-94-1-3,Entry,4585.6,,,1193766
8714,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,226,3,20,12,IR84859-B-94-1-3,Entry,5361.2,,,1193766
8967,2010,DS,Stress,Alpha-Lattice,L10DS-17,34,1,20,7,IR84859-B-94-1-3,Entry,2146.3,,,1193766
8968,2010,DS,Stress,Alpha-Lattice,L10DS-17,134,2,20,10,IR84859-B-94-1-3,Entry,2340.3,,,1193766
8969,2010,DS,Stress,Alpha-Lattice,L10DS-17,240,3,20,14,IR84859-B-94-1-3,Entry,2103.8,,,1193766
8733,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,42,1,27,9,IR84885-B-17-2-2,Entry,5474.3,,,1193767
8734,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,132,2,27,10,IR84885-B-17-2-2,Entry,5026.6,,,1193767
8735,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,249,3,27,16,IR84885-B-17-2-2,Entry,5917.7,,,1193767
8988,2010,DS,Stress,Alpha-Lattice,L10DS-17,32,1,27,7,IR84885-B-17-2-2,Entry,1791.8,,,1193767
8989,2010,DS,Stress,Alpha-Lattice,L10DS-17,89,2,27,1,IR84885-B-17-2-2,Entry,2979.2,,,1193767
8990,2010,DS,Stress,Alpha-Lattice,L10DS-17,192,3,27,5,IR84885-B-17-2-2,Entry,1439.3,,,1193767
8742,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,64,1,30,13,IR84852-B-19-3-2,Entry,5197.1,,,1193768
8743,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,144,2,30,12,IR84852-B-19-3-2,Entry,5771.3,,,1193768
8744,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,201,3,30,7,IR84852-B-19-3-2,Entry,6786.9,,,1193768
8997,2010,DS,Stress,Alpha-Lattice,L10DS-17,8,1,30,2,IR84852-B-19-3-2,Entry,477.2,,,1193768
8998,2010,DS,Stress,Alpha-Lattice,L10DS-17,139,2,30,11,IR84852-B-19-3-2,Entry,1318.9,,,1193768
8999,2010,DS,Stress,Alpha-Lattice,L10DS-17,231,3,30,13,IR84852-B-19-3-2,Entry,1348.3,,,1193768
8754,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,56,1,34,12,IR84852-B-56-3-1,Entry,5036.1,,,1193769
8755,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,100,2,34,3,IR84852-B-56-3-1,Entry,5939,,,1193769
8756,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,196,3,34,6,IR84852-B-56-3-1,Entry,6481.4,,,1193769
9009,2010,DS,Stress,Alpha-Lattice,L10DS-17,25,1,34,5,IR84852-B-56-3-1,Entry,1811,,,1193769
9010,2010,DS,Stress,Alpha-Lattice,L10DS-17,113,2,34,6,IR84852-B-56-3-1,Entry,2022.8,,,1193769
9011,2010,DS,Stress,Alpha-Lattice,L10DS-17,179,3,34,2,IR84852-B-56-3-1,Entry,2326.5,,,1193769
8769,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,24,1,39,5,IR84859-B-20-3-3,Entry,5463.9,,,1193765
8770,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,147,2,39,13,IR84859-B-20-3-3,Entry,4773.8,,,1193765
8771,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,174,3,39,1,IR84859-B-20-3-3,Entry,4839.2,,,1193765
9024,2010,DS,Stress,Alpha-Lattice,L10DS-17,6,1,39,2,IR84859-B-20-3-3,Entry,1335.9,,,1193765
9025,2010,DS,Stress,Alpha-Lattice,L10DS-17,157,2,39,15,IR84859-B-20-3-3,Entry,2529.4,,,1193765
9026,2010,DS,Stress,Alpha-Lattice,L10DS-17,216,3,39,10,IR84859-B-20-3-3,Entry,2917.1,,,1193765
8772,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,70,1,40,14,IR84863-B-33-2-3,Entry,4725.8,,,1193764
8773,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,159,2,40,15,IR84863-B-33-2-3,Entry,5193.1,,,1193764
8774,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,241,3,40,15,IR84863-B-33-2-3,Entry,6136.2,,,1193764
9027,2010,DS,Stress,Alpha-Lattice,L10DS-17,82,1,40,17,IR84863-B-33-2-3,Entry,1527.6,,,1193764
9028,2010,DS,Stress,Alpha-Lattice,L10DS-17,88,2,40,1,IR84863-B-33-2-3,Entry,2174.8,,,1193764
9029,2010,DS,Stress,Alpha-Lattice,L10DS-17,203,3,40,7,IR84863-B-33-2-3,Entry,2564.4,,,1193764
8781,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,61,1,43,13,IR84885-B-17-2-3,Entry,4919.6,,,1193763
8782,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,91,2,43,2,IR84885-B-17-2-3,Entry,5534.1,,,1193763
8783,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,184,3,43,3,IR84885-B-17-2-3,Entry,5022.8,,,1193763
9036,2010,DS,Stress,Alpha-Lattice,L10DS-17,20,1,43,4,IR84885-B-17-2-3,Entry,1774.6,,,1193763
9037,2010,DS,Stress,Alpha-Lattice,L10DS-17,128,2,43,9,IR84885-B-17-2-3,Entry,1107.5,,,1193763
9038,2010,DS,Stress,Alpha-Lattice,L10DS-17,206,3,43,8,IR84885-B-17-2-3,Entry,2683.8,,,1193763
9258,2010,DS,Non-Stress,Alpha-Lattice,L10DS-18,21,1,32,3,IR72667-16-1-B-B-3-47-11,Entry,5286.2,,,1193777
9259,2010,DS,Non-Stress,Alpha-Lattice,L10DS-18,54,2,32,2,IR72667-16-1-B-B-3-47-11,Entry,6768.7,,,1193777
9260,2010,DS,Non-Stress,Alpha-Lattice,L10DS-18,115,3,32,4,IR72667-16-1-B-B-3-47-11,Entry,6975.3,,,1193777
9378,2010,DS,Stress,Alpha-Lattice,L10DS-19,12,1,32,2,IR72667-16-1-B-B-3-47-11,Entry,1539.1,,,1193777
9379,2010,DS,Stress,Alpha-Lattice,L10DS-19,42,2,32,1,IR72667-16-1-B-B-3-47-11,Entry,1302.2,,,1193777
9380,2010,DS,Stress,Alpha-Lattice,L10DS-19,110,3,32,3,IR72667-16-1-B-B-3-47-11,Entry,442.6,,,1193777
9522,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,25,1,40,5,IR85737-71-2-1-4,Entry,2641.6,,,984039
9523,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,51,2,40,1,IR85737-71-2-1-4,Entry,4853.1,,,984039
9524,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,142,3,40,8,IR85737-71-2-1-4,Entry,2185.3,,,984039
9666,2010,WS,Stress,Alpha-Lattice,L10WS-12,45,1,40,8,IR85737-71-2-1-4,Entry,3176.5,,,984039
9667,2010,WS,Stress,Alpha-Lattice,L10WS-12,50,2,40,1,IR85737-71-2-1-4,Entry,3088.2,,,984039
9668,2010,WS,Stress,Alpha-Lattice,L10WS-12,100,3,40,1,IR85737-71-2-1-4,Entry,3176.5,,,984039
10122,2011,DS,Stress,Alpha-Lattice,L11DS-15,3,1,24,1,IR85737-71-2-1-4,Entry,2313.6,,,984039
10123,2011,DS,Stress,Alpha-Lattice,L11DS-15,53,2,24,1,IR85737-71-2-1-4,Entry,1362.8,,,984039
10124,2011,DS,Stress,Alpha-Lattice,L11DS-15,135,3,24,7,IR85737-71-2-1-4,Entry,261.5,,,984039
9771,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,24,1,27,6,IR85734-16-1-1-4,Entry,4873.9,,,1783191
9772,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,66,2,27,7,IR85734-16-1-1-4,Entry,3849.8,,,1783191
9773,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,104,3,27,6,IR85734-16-1-1-4,Entry,4719.4,,,1783191
9891,2010,WS,Stress,Alpha-Lattice,L10WS-14,27,1,27,7,IR85734-16-1-1-4,Entry,2764.7,,,1783191
9892,2010,WS,Stress,Alpha-Lattice,L10WS-14,59,2,27,5,IR85734-16-1-1-4,Entry,2911.8,,,1783191
9893,2010,WS,Stress,Alpha-Lattice,L10WS-14,104,3,27,6,IR85734-16-1-1-4,Entry,2911.8,,,1783191
10011,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,27,1,27,7,IR85734-16-1-1-4,Entry,2764.7,,,1783191
10012,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,59,2,27,5,IR85734-16-1-1-4,Entry,2911.8,,,1783191
10013,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,104,3,27,6,IR85734-16-1-1-4,Entry,2911.8,,,1783191
9780,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,39,1,30,10,IR85748-5-1-4-3,Entry,5998.4,,,1783193
9781,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,79,2,30,10,IR85748-5-1-4-3,Entry,3922.9,,,1783193
9782,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,109,3,30,8,IR85748-5-1-4-3,Entry,3892.3,,,1783193
9900,2010,WS,Stress,Alpha-Lattice,L10WS-14,23,1,30,6,IR85748-5-1-4-3,Entry,2323.5,,,1783193
9901,2010,WS,Stress,Alpha-Lattice,L10WS-14,64,2,30,6,IR85748-5-1-4-3,Entry,2470.6,,,1783193
9902,2010,WS,Stress,Alpha-Lattice,L10WS-14,116,3,30,9,IR85748-5-1-4-3,Entry,2705.9,,,1783193
10020,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,23,1,30,6,IR85748-5-1-4-3,Entry,2323.5,,,1783193
10021,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,64,2,30,6,IR85748-5-1-4-3,Entry,2470.6,,,1783193
10022,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,116,3,30,9,IR85748-5-1-4-3,Entry,2705.9,,,1783193
9786,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,10,1,32,3,IR85749-8-3-1-2,Entry,3438,,,1783194
9787,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,51,2,32,3,IR85749-8-3-1-2,Entry,4427.8,,,1783194
9788,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,81,3,32,1,IR85749-8-3-1-2,Entry,3493.1,,,1783194
9906,2010,WS,Stress,Alpha-Lattice,L10WS-14,12,1,32,3,IR85749-8-3-1-2,Entry,2911.8,,,1783194
9907,2010,WS,Stress,Alpha-Lattice,L10WS-14,56,2,32,4,IR85749-8-3-1-2,Entry,2500,,,1783194
9908,2010,WS,Stress,Alpha-Lattice,L10WS-14,109,3,32,8,IR85749-8-3-1-2,Entry,2705.9,,,1783194
10026,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,12,1,32,3,IR85749-8-3-1-2,Entry,2911.8,,,1783194
10027,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,56,2,32,4,IR85749-8-3-1-2,Entry,2500,,,1783194
10028,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,109,3,32,8,IR85749-8-3-1-2,Entry,2705.9,,,1783194
9789,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,28,1,33,7,IR85734-12-1-3-1,Entry,4311.3,,,1783195
9790,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,73,2,33,9,IR85734-12-1-3-1,Entry,3718.2,,,1783195
9791,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,101,3,33,6,IR85734-12-1-3-1,Entry,3686.8,,,1783195
9909,2010,WS,Stress,Alpha-Lattice,L10WS-14,3,1,33,1,IR85734-12-1-3-1,Entry,2529.4,,,1783195
9910,2010,WS,Stress,Alpha-Lattice,L10WS-14,60,2,33,5,IR85734-12-1-3-1,Entry,3058.8,,,1783195
9911,2010,WS,Stress,Alpha-Lattice,L10WS-14,110,3,33,8,IR85734-12-1-3-1,Entry,3058.8,,,1783195
10029,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,3,1,33,1,IR85734-12-1-3-1,Entry,2529.4,,,1783195
10030,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,60,2,33,5,IR85734-12-1-3-1,Entry,3058.8,,,1783195
10031,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,110,3,33,8,IR85734-12-1-3-1,Entry,3058.8,,,1783195
10164,2011,DS,Stress,Alpha-Lattice,L11DS-15,10,1,38,2,IR86929-B-299-1-1,Entry,1951.5,,,1783216
10165,2011,DS,Stress,Alpha-Lattice,L11DS-15,73,2,38,5,IR86929-B-299-1-1,Entry,1076.2,,,1783216
10166,2011,DS,Stress,Alpha-Lattice,L11DS-15,112,3,38,3,IR86929-B-299-1-1,Entry,979.3,,,1783216
10149,2011,DS,Stress,Alpha-Lattice,L11DS-15,2,1,33,1,IR86857-138-1-1-1,Entry,2782,,,1783225
10150,2011,DS,Stress,Alpha-Lattice,L11DS-15,56,2,33,2,IR86857-138-1-1-1,Entry,1411.2,,,1783225
10151,2011,DS,Stress,Alpha-Lattice,L11DS-15,121,3,33,5,IR86857-138-1-1-1,Entry,500.5,,,1783225
10185,2011,DS,Stress,Alpha-Lattice,L11DS-15,4,1,45,1,IR88287-677-60-4,Entry,1836.9,,,1783226
10186,2011,DS,Stress,Alpha-Lattice,L11DS-15,76,2,45,6,IR88287-677-60-4,Entry,355.8,,,1783226
